Area_Sqft,Soil_pH,No_of_Owners,District,Land_Type,Flood_Risk,Water_Availability,Soil_Type,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Ownership_Type,Acquisition_Days,Delay_Status,Land_ID,Taluk,Village,Survey_No,Delay_Risk_Band,latitude,longitude
467710.83,6.7,19,Villupuram,Barren,No,Yes,Red Soil,Available,No,No,Verification pending,Yes,Yes,Yes,No,Joint,228.0,Delayed,ACQ_SYN_012917,Villupuram,Padur 10,393/1552,High,11.89763921930546,79.49359785983039
2286342.43,6.7,13,Ranipet,Industrial,No,No,Red Soil,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,280.0,Delayed,ACQ_SYN_003016,Ranipet,Kallikudi 9,225/883,High,12.915264603290035,79.28856115549209
1059068.97,9.0,15,Thoothukudi,Commercial,Yes,Yes,Saline,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_000293,Thoothukudi,Siruseri 17,463/1831,Low,8.711878940966692,78.03430409589706
1927607.36,6.2,10,Cuddalore,Coastal,Yes,Yes,Sandy,Available,No,No,Verification completed,Yes,Yes,Yes,No,Joint,139.0,Delayed,ACQ_SYN_013659,Cuddalore,Pudur 2,42/174,High,11.697652069053836,79.59792842444597
976050.66,7.5,9,Krishnagiri,Barren,No,No,Alluvial,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,169.0,Delayed,ACQ_SYN_009190,Krishnagiri,Karanai 19,107/406,High,12.467828538265154,78.25634596212743
2390742.81,7.1,7,Tiruchirappalli,Commercial,Yes,Yes,Urban Fill,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_003499,Tiruchirappalli,Pudur 11,60/237,Low,10.772020217643409,78.69408821267272
477595.16,8.2,6,Kancheepuram,Commercial,No,Yes,Black Cotton,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,89.0,Delayed,ACQ_SYN_012996,Kancheepuram,Samayapuram 14,229/906,Medium,12.861253900799907,79.65238144343161
1288413.77,8.9,13,Madurai,Residential,No,Yes,Saline,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_002313,Madurai,Oragadam 8,250/979,Low,9.9421251996511,78.11833571280488
1839381.56,6.8,16,Tiruchirappalli,Barren,No,Yes,Loamy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,146.0,Delayed,ACQ_SYN_010055,Tiruchirappalli,Sriperumbudur 10,210/824,High,10.829275827737312,78.7333780013242
2265744.53,6.6,9,Erode,Coastal,Yes,Yes,Red Soil,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,248.0,Delayed,ACQ_SYN_009890,Erode,Pudur 4,260/1020,High,11.297128051310729,77.691223528246
819370.99,8.5,12,Kancheepuram,Forest,No,No,Black Cotton,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,1.0,No Delay,ACQ_SYN_006910,Kancheepuram,Pudur 15,480/1902,Low,12.882439887465493,79.68177807454468
1702638.17,8.5,5,Karur,Coastal,Yes,Yes,Saline,Not Available,No,No,To be paid,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_007586,Karur,Oragadam 6,11/45,Low,10.968871065623247,78.11371025818976
1432553.94,8.0,17,Tirunelveli,Barren,Yes,Yes,Black Cotton,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,194.0,Delayed,ACQ_SYN_001032,Tirunelveli,Neelambur 12,86/332,High,8.708436584558285,77.72073301478989
959473.73,7.7,12,Dharmapuri,Agricultural,No,Yes,Black Cotton,Not Available,No,No,To be paid,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_013400,Dharmapuri,Karanai 2,273/1069,Low,12.106258320422905,78.09931442324017
1547018.47,6.8,8,Tiruchirappalli,Agricultural,No,Yes,Alluvial,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,60.0,No Delay,ACQ_SYN_008323,Tiruchirappalli,Madhavaram 4,311/1225,Low,10.807685864708205,78.69803332625327
2095239.78,6.4,15,Namakkal,Forest,Yes,Yes,Sandy,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_019411,Namakkal,Pudur 1,158/616,Low,11.1809760738984,78.13194743807503
749200.82,7.1,9,Vellore,Commercial,Yes,Yes,Urban Fill,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,81.0,Delayed,ACQ_SYN_004251,Vellore,Madhavaram 18,204/803,Medium,12.88665560349854,79.11133243456734
1448037.54,8.5,7,Tirunelveli,Coastal,Yes,No,Saline,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,275.0,Delayed,ACQ_SYN_018580,Tirunelveli,Padur 6,35/153,High,8.678128795532507,77.72688373428939
1889599.32,6.4,12,Thanjavur,Industrial,No,Yes,Red Soil,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_000282,Thanjavur,Perungalathur 12,239/934,Low,10.827860545772694,79.12237226027597
620395.88,6.2,5,Thoothukudi,Commercial,No,Yes,Loamy,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,63.0,Delayed,ACQ_SYN_013737,Thoothukudi,Sriperumbudur 11,234/919,Medium,8.738811841644113,78.04149257742243
349819.59,7.3,7,Salem,Industrial,No,No,Urban Fill,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_012044,Salem,Pudur 12,432/1715,Low,11.664228163335794,78.18221500312076
2526775.45,8.3,7,Tiruvallur,Barren,No,No,Saline,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,271.0,Delayed,ACQ_SYN_011776,Tiruvallur,Sriperumbudur 12,78/304,High,13.15155263167272,79.89694061196202
2221670.94,7.6,16,Vellore,Residential,No,Yes,Alluvial,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_007336,Vellore,Ayappan Pattinam 19,63/247,Low,12.946780595689322,79.08961439670789
531441.59,6.0,8,Erode,Coastal,Yes,No,Sandy,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,74.0,Delayed,ACQ_SYN_001552,Erode,Pammalur 19,413/1638,Medium,11.387918703168852,77.68586080026896
1847473.36,6.2,14,Tiruvallur,Commercial,No,No,Sandy,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,139.0,Delayed,ACQ_SYN_003038,Tiruvallur,Kallikudi 14,76/297,High,13.123664611987408,79.8991356075508
2327922.79,7.2,20,Dharmapuri,Commercial,Yes,Yes,Alluvial,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,Joint,113.0,Delayed,ACQ_SYN_011670,Dharmapuri,Nandambakkam 11,269/1055,Medium,12.125644521892362,78.13957192510736
1796270.96,8.2,10,Thanjavur,Residential,No,No,Black Cotton,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_005400,Thanjavur,Neelambur 11,422/1671,Low,10.773789591301885,79.10515818938849
472704.71,8.7,12,Karur,Forest,No,Yes,Saline,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_019993,Karur,Perungalathur 20,10/42,Low,10.97250103225296,78.07769876617785
1764777.95,7.9,15,Tiruchirappalli,Coastal,Yes,No,Black Cotton,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,386.0,Delayed,ACQ_SYN_003574,Tiruchirappalli,Karanai 2,163/634,High,10.765441379879364,78.65420511766212
543284.72,8.2,13,Erode,Forest,Yes,Yes,Black Cotton,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_006656,Erode,Thogamalai 11,411/1629,Low,11.377680183293066,77.66176566570249
2101982.75,6.7,9,Erode,Coastal,Yes,Yes,Red Soil,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,248.0,Delayed,ACQ_SYN_014610,Erode,Pudur 4,260/1020,High,11.300364435044832,77.71127979007782
739806.41,6.4,9,Villupuram,Forest,No,Yes,Loamy,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,238.0,Delayed,ACQ_SYN_004585,Villupuram,Samayapuram 11,286/1126,High,11.985027786275449,79.49647721516625
1258771.0,6.8,5,Thanjavur,Industrial,No,No,Red Soil,Not Available,No,No,Verification pending,Yes,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_017047,Thanjavur,Padur 8,241/943,Low,10.775199712222737,79.12724559929516
589808.04,7.0,9,Vellore,Agricultural,Yes,Yes,Red Soil,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,81.0,Delayed,ACQ_SYN_003924,Vellore,Pammalur 10,204/801,Medium,12.91958680818484,79.12846097953243
2075520.58,6.0,14,Tiruvallur,Residential,No,Yes,Sandy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,5.0,No Delay,ACQ_SYN_007412,Tiruvallur,Ayappan Pattinam 17,75/294,Low,13.163859271786436,79.8752680369117
542734.74,7.8,13,Erode,Forest,Yes,Yes,Black Cotton,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_003334,Erode,Thogamalai 11,411/1629,Low,11.378057941353395,77.69209641956863
1215634.49,7.2,5,Namakkal,Forest,Yes,Yes,Alluvial,Not Available,Yes,No,Objection enquiry,No,Yes,No,Yes,Joint,231.0,Delayed,ACQ_SYN_015243,Namakkal,Padur 3,160/621,High,11.191913043392129,78.14210708132433
1046458.6,6.6,18,Vellore,Residential,No,No,Red Soil,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,80.0,Delayed,ACQ_SYN_019800,Vellore,Kallikudi 16,448/1768,Medium,12.879217919361317,79.17509353042446
630717.62,6.6,18,Cuddalore,Coastal,Yes,No,Sandy,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,49.0,No Delay,ACQ_SYN_017660,Cuddalore,Oragadam 11,461/1824,Low,11.765551423052948,79.701594634826
616347.69,8.2,19,Cuddalore,Forest,No,No,Saline,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,190.0,Delayed,ACQ_SYN_014298,Cuddalore,Nandambakkam 11,358/1398,High,11.778850861050302,79.66479697306262
2322456.88,6.3,13,Madurai,Coastal,Yes,Yes,Loamy,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_007685,Madurai,Oragadam 16,252/987,Low,9.939704994627135,78.15350761087375
1308428.33,6.1,12,Villupuram,Forest,No,No,Sandy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_003378,Villupuram,Siruseri 8,284/1119,Low,11.921611297002986,79.50753140594907
1083064.98,7.9,6,Thanjavur,Forest,No,No,Black Cotton,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_007683,Thanjavur,Sholinganallur 17,417/1655,Low,10.836193564014025,79.16258341154472
2068712.44,7.5,11,Cuddalore,Barren,Yes,Yes,Black Cotton,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,32.0,No Delay,ACQ_SYN_012018,Cuddalore,Kelambakkam 5,381/1503,Low,11.79001256881612,79.60859464685123
1274358.23,6.8,13,Thanjavur,Forest,Yes,Yes,Urban Fill,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_019970,Thanjavur,Pudur 8,296/1166,Low,10.753467238542909,79.20380575192965
1256496.56,6.6,18,Thanjavur,Coastal,Yes,Yes,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,21.0,No Delay,ACQ_SYN_014486,Thanjavur,Sholinganallur 18,346/1351,Low,10.794082122240283,79.12750234470214
855653.07,7.3,5,Salem,Barren,No,No,Alluvial,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_018510,Salem,Pudur 9,401/1584,Low,11.68927950079505,78.21723452815519
1491490.66,6.4,18,Thanjavur,Coastal,Yes,Yes,Loamy,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,42.0,No Delay,ACQ_SYN_001244,Thanjavur,Thogamalai 3,240/940,Low,10.81050129707541,79.0810741902009
1796622.3,7.3,8,Karur,Residential,No,No,Alluvial,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_008509,Karur,Neelambur 20,8/31,Low,10.99620594496482,78.06726660284676
2222844.0,7.1,20,Krishnagiri,Commercial,No,Yes,Urban Fill,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_015649,Krishnagiri,Perungalathur 18,278/1093,Low,12.55782796743808,78.28698086402069
1486570.54,6.6,6,Cuddalore,Commercial,Yes,Yes,Red Soil,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,139.0,Delayed,ACQ_SYN_005865,Cuddalore,Karanai 16,443/1753,High,11.779822311318377,79.67740657900217
851094.74,7.5,15,Madurai,Industrial,No,Yes,Urban Fill,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_005910,Madurai,Nandambakkam 12,253/994,Low,9.96745681490603,78.13760230190812
1860468.19,6.4,15,Thanjavur,Industrial,Yes,Yes,Sandy,Available,No,No,Verification pending,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_007024,Thanjavur,Samayapuram 5,349/1358,Low,10.782285224489293,79.1526209435628
699958.85,6.7,8,Ranipet,Forest,Yes,Yes,Red Soil,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_009423,Ranipet,Kelambakkam 3,226/888,Low,12.97547157044946,79.33263667915824
765791.94,8.0,11,Chengalpattu,Agricultural,No,Yes,Black Cotton,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,110.0,Delayed,ACQ_SYN_018779,Chengalpattu,Madhavaram 5,474/1876,Medium,12.654805024038591,80.01338582885913
1317651.28,5.9,12,Villupuram,Forest,No,No,Sandy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_008679,Villupuram,Siruseri 8,284/1119,Low,11.9193330953261,79.5062925224059
988469.64,6.7,6,Erode,Industrial,No,No,Loamy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,555.0,Delayed,ACQ_SYN_017761,Erode,Ayappan Pattinam 18,72/281,High,11.36974215326521,77.65226045755198
1050655.35,6.5,10,Vellore,Commercial,Yes,Yes,Sandy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_010460,Vellore,Pammalur 14,118/453,High,12.922132990583748,79.12752039160812
653343.38,8.4,17,Kancheepuram,Agricultural,No,No,Saline,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_004651,Kancheepuram,Madhavaram 13,195/763,High,12.865749313839675,79.6796134778302
1396100.92,7.1,13,Thanjavur,Residential,No,No,Red Soil,Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,Joint,160.0,Delayed,ACQ_SYN_001308,Thanjavur,Kallikudi 10,119/457,High,10.740604996002512,79.09363750975771
2474790.4,6.7,16,Krishnagiri,Residential,No,No,Red Soil,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,246.0,Delayed,ACQ_SYN_006717,Krishnagiri,Sholinganallur 14,276/1083,High,12.53219809106412,78.14070342614497
1340433.4,6.4,19,Cuddalore,Agricultural,Yes,Yes,Loamy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,1.0,No Delay,ACQ_SYN_010897,Cuddalore,Siruseri 9,360/1412,Low,11.803709086980332,79.69794393050927
1785954.78,6.0,6,Coimbatore,Forest,Yes,Yes,Sandy,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_011717,Coimbatore,Thogamalai 4,219/857,Low,10.974641013132429,77.05108539718437
1418494.96,6.9,17,Kancheepuram,Agricultural,No,Yes,Red Soil,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_014151,Kancheepuram,Karanai 16,195/758,High,12.77447751698964,79.75501730924263
2364509.15,8.8,7,Tiruchirappalli,Coastal,Yes,Yes,Saline,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,172.0,Delayed,ACQ_SYN_000197,Tiruchirappalli,Samayapuram 16,169/658,High,10.8009577808302,78.6904732728552
2508319.57,7.0,20,Cuddalore,Agricultural,No,Yes,Red Soil,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_017707,Cuddalore,Padur 14,359/1407,Low,11.768624929638008,79.72847406122757
2611751.74,7.3,17,Thoothukudi,Agricultural,No,Yes,Alluvial,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,220.0,Delayed,ACQ_SYN_003211,Thoothukudi,Manapakkam 16,465/1843,High,8.712881214228045,78.09778100338652
2335094.48,5.9,20,Karur,Forest,No,Yes,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,172.0,Delayed,ACQ_SYN_008608,Karur,Padur 15,174/673,High,10.97025627887747,78.15959041757307
1649667.07,8.4,10,Coimbatore,Forest,Yes,Yes,Black Cotton,Not Available,No,No,To be paid,No,Yes,No,No,Joint,137.0,Delayed,ACQ_SYN_019400,Coimbatore,Kelambakkam 10,111/423,High,11.006491759918468,77.00850412799538
517629.02,6.1,17,Vellore,Forest,Yes,Yes,Loamy,Not Available,No,No,To be paid,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_017949,Vellore,Kallikudi 18,64/250,Low,12.879188552783694,79.12274020787613
1708273.75,6.9,8,Chennai,Residential,No,No,Urban Fill,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_019577,Chennai,Neelambur 20,192/746,Low,13.0524495658829,80.22798498397162
1257850.69,8.3,8,Kancheepuram,Forest,Yes,Yes,Black Cotton,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,96.0,Delayed,ACQ_SYN_008383,Kancheepuram,Oragadam 4,202/791,Medium,12.835595933185578,79.73801095678016
799409.29,8.1,12,Kancheepuram,Forest,No,No,Black Cotton,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,1.0,No Delay,ACQ_SYN_006371,Kancheepuram,Pudur 15,480/1902,Low,12.883315409144826,79.71288295974544
1858592.1,7.6,9,Krishnagiri,Barren,No,Yes,Alluvial,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,169.0,Delayed,ACQ_SYN_004996,Krishnagiri,Nandambakkam 8,107/407,High,12.494267890784707,78.25206183491275
2582115.61,6.5,9,Ranipet,Industrial,No,Yes,Sandy,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,164.0,Delayed,ACQ_SYN_010047,Ranipet,Kallikudi 7,228/898,High,12.922457195156436,79.3171158193837
597119.19,6.5,16,Salem,Industrial,Yes,Yes,Sandy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,67.0,Delayed,ACQ_SYN_011434,Salem,Manapakkam 3,402/1586,Medium,11.61712355653996,78.1405461195192
2283185.01,6.2,5,Madurai,Residential,Yes,Yes,Sandy,Available,No,No,Verification completed,Yes,Yes,Yes,No,Joint,27.0,No Delay,ACQ_SYN_005076,Madurai,Sriperumbudur 18,186/725,Low,9.933593583574025,78.11503812072036
1412497.67,6.5,15,Vellore,Residential,No,No,Urban Fill,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,16.0,No Delay,ACQ_SYN_002936,Vellore,Madhavaram 6,115/439,Low,12.928486836888462,79.08036822322237
1943885.31,7.1,9,Tiruchirappalli,Forest,Yes,Yes,Alluvial,Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,Joint,197.0,Delayed,ACQ_SYN_001255,Tiruchirappalli,Kelambakkam 6,318/1248,High,10.738474853731418,78.77414820149998
1851037.49,8.7,20,Dharmapuri,Coastal,Yes,Yes,Saline,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,Joint,113.0,Delayed,ACQ_SYN_008032,Dharmapuri,Sriperumbudur 7,269/1053,Medium,12.084824645115278,78.13247511386741
2246036.04,7.9,7,Villupuram,Commercial,Yes,Yes,Black Cotton,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,501.0,Delayed,ACQ_SYN_017765,Villupuram,Perungalathur 3,389/1539,High,11.956575909273502,79.41797209457192
2039291.97,6.1,20,Dharmapuri,Commercial,No,No,Sandy,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,Joint,113.0,Delayed,ACQ_SYN_013556,Dharmapuri,Ayappan Pattinam 5,269/1052,Medium,12.143417579916528,78.12006464407516
2583791.26,8.1,6,Namakkal,Barren,No,Yes,Black Cotton,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,28.0,No Delay,ACQ_SYN_008415,Namakkal,Neelambur 8,336/1307,Low,11.21163868346234,78.22936106873024
1255348.3,7.8,16,Tiruchirappalli,Barren,Yes,Yes,Black Cotton,Not Available,Yes,No,Objection enquiry,No,Yes,No,Yes,Joint,211.0,Delayed,ACQ_SYN_016835,Tiruchirappalli,Kelambakkam 16,451/1778,High,10.730766550233591,78.66768991737365
696844.65,7.4,15,Tiruchirappalli,Industrial,No,Yes,Alluvial,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_016727,Tiruchirappalli,Padur 16,209/823,Low,10.75736109870546,78.65000585557958
2308452.62,6.5,6,Vellore,Residential,No,No,Loamy,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_019238,Vellore,Pudur 1,290/1143,Low,12.962996603678713,79.10914074294239
526218.78,6.7,8,Karur,Coastal,Yes,Yes,Loamy,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_008991,Karur,Perungalathur 20,8/32,Low,10.970166144775884,78.05985530835517
2103012.5,8.6,17,Tirunelveli,Industrial,No,No,Saline,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,194.0,Delayed,ACQ_SYN_008595,Tirunelveli,Sholinganallur 7,86/335,High,8.76319774283125,77.76582850625243
875795.13,6.5,8,Thanjavur,Barren,Yes,Yes,Red Soil,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,63.0,Delayed,ACQ_SYN_012367,Thanjavur,Perungalathur 15,300/1185,Medium,10.749444710150703,79.11640316271323
1384805.3,8.6,19,Tirunelveli,Forest,No,Yes,Saline,Not Available,Yes,No,To be paid,No,Yes,No,Yes,Joint,171.0,Delayed,ACQ_SYN_007986,Tirunelveli,Neelambur 8,36/155,High,8.715098539211883,77.69827339702066
1986368.45,7.5,20,Kancheepuram,Industrial,No,Yes,Alluvial,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,178.0,Delayed,ACQ_SYN_017609,Kancheepuram,Ayappan Pattinam 5,194/756,High,12.82405937956893,79.71572368977716
1278039.84,6.4,15,Tiruchirappalli,Coastal,Yes,No,Loamy,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_007634,Tiruchirappalli,Sriperumbudur 10,209/821,Low,10.833777464543664,78.71284180562537
1381447.88,7.3,9,Cuddalore,Residential,No,Yes,Alluvial,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,170.0,Delayed,ACQ_SYN_015254,Cuddalore,Manapakkam 17,460/1819,High,11.75679638215956,79.67858744532235
1398085.24,7.9,17,Coimbatore,Barren,Yes,Yes,Black Cotton,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,157.0,Delayed,ACQ_SYN_002713,Coimbatore,Neelambur 16,456/1804,High,11.027810681360942,76.92912453653037
2559813.24,9.2,20,Erode,Coastal,Yes,Yes,Saline,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,231.0,Delayed,ACQ_SYN_015931,Erode,Siruseri 11,71/275,High,11.377756392300842,77.7821602789337
2597038.03,8.3,14,Tiruchirappalli,Commercial,Yes,Yes,Saline,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_008778,Tiruchirappalli,Siruseri 11,354/1382,Low,10.75195143072383,78.60852762346101
1756142.74,8.0,7,Salem,Coastal,Yes,Yes,Black Cotton,Not Available,No,No,Withheld pending court,Yes,Yes,No,No,Joint,432.0,Delayed,ACQ_SYN_000358,Salem,Samayapuram 20,431/1712,High,11.636699231968889,78.1386057584488
633432.56,6.7,5,Thoothukudi,Commercial,No,Yes,Loamy,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,63.0,Delayed,ACQ_SYN_008544,Thoothukudi,Sriperumbudur 11,234/919,Medium,8.736968544832404,78.02671550139812
2516877.3,8.0,19,Salem,Forest,No,Yes,Black Cotton,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,153.0,Delayed,ACQ_SYN_013140,Salem,Perungalathur 17,434/1724,High,11.647223542897423,78.1566030008753
2381655.15,7.3,17,Karur,Commercial,No,No,Urban Fill,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,109.0,Delayed,ACQ_SYN_017729,Karur,Perungalathur 12,12/47,Medium,10.92897259760834,78.07521444955422
1185482.31,6.6,5,Krishnagiri,Commercial,No,No,Red Soil,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,162.0,Delayed,ACQ_SYN_001462,Krishnagiri,Samayapuram 16,154/600,High,12.537979209441833,78.1942815943001
2319292.33,6.8,18,Krishnagiri,Residential,No,No,Urban Fill,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_008126,Krishnagiri,Pudur 9,80/311,Low,12.481427826228268,78.23470111860217
611282.06,6.6,5,Karur,Commercial,No,No,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,99.0,Delayed,ACQ_SYN_013091,Karur,Perungalathur 16,31/136,Medium,10.964283153878592,78.01083187798943
989652.02,7.6,13,Vellore,Industrial,Yes,Yes,Black Cotton,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,207.0,Delayed,ACQ_SYN_006180,Vellore,Nandambakkam 2,447/1764,High,12.947378909305815,79.18593106830593
